Age,Income,LoanAmount,CreditScore,EmploymentYears,Default
22,103898,50167,361,30,0
40,101036,50612,519,26,0
27,146087,6822,816,21,0
61,30986,22030,603,16,0
19,17345,66430,710,4,1
30,23450,80140,631,18,0
57,161421,43081,742,20,0
19,81599,46768,428,0,0
37,31659,78199,789,14,0
18,58751,51708,455,10,1
54,167378,39371,820,22,0
26,95476,40593,351,38,0
34,84118,27114,663,26,0
26,23066,81608,633,16,0
28,172204,55150,763,19,0
32,93772,86154,682,34,0
41,81015,88370,567,15,1
55,166965,57140,722,12,0
52,108706,6104,511,11,1
47,159792,19841,608,12,0
48,128713,61903,353,18,0
22,42400,76709,345,38,1
61,99012,5839,573,30,0
31,130517,43137,562,28,0
28,175018,52057,316,4,0
26,41510,60624,760,26,0
51,194234,32987,628,9,0
29,176271,29435,420,29,1
52,170111,61747,793,22,0
52,132388,70420,741,38,0
18,121639,57498,332,30,0
57,134618,13452,473,25,0
39,34188,33579,637,9,0
46,123382,73311,687,2,0
25,22990,17788,390,7,1
28,136024,11070,813,0,0
58,155047,46523,567,7,0
54,135704,85801,425,32,1
31,19273,63734,803,22,0
47,86997,63503,574,5,0
52,55326,8309,640,16,0
38,66350,42891,345,32,0
54,108630,44269,641,14,0
22,154804,48719,402,31,0
36,87911,26544,695,5,0
31,28660,32119,591,16,1
43,140189,77104,804,27,0
21,170345,76414,620,38,0
42,70020,41958,818,2,0
62,172431,25539,695,32,0
59,123223,71994,488,25,0
42,161979,8879,708,20,0
35,114731,31054,499,23,0
57,100430,81484,554,29,0
25,144060,81604,634,26,0
56,114941,48846,401,3,1
57,134264,57799,763,17,0
31,165852,59709,690,34,0
49,19677,83185,345,26,0
55,135213,57558,745,6,0
50,61548,59448,411,23,0
40,22122,50868,460,13,0
32,65794,19013,535,27,0
50,147366,59240,543,23,0
42,127993,71611,717,6,0
34,63070,57254,757,38,0
50,186627,98330,739,31,0
64,154627,46083,580,9,0
19,17116,33485,794,12,1
31,156619,47677,720,21,0
57,158782,92651,338,38,0
57,144242,37667,810,33,0
56,53807,46789,624,37,0
23,120704,75665,516,38,0
23,186708,18474,621,36,0
20,46086,57781,447,23,1
24,111091,54761,817,35,0
25,50310,73210,716,38,0
59,54488,51408,377,13,0
32,68172,57186,670,2,0
64,16172,38486,719,1,0
46,139664,46050,617,30,0
50,54806,52450,635,8,0
47,102515,40454,766,7,0
56,68826,70772,502,35,0
44,95221,60321,678,13,0
53,174616,49688,700,39,0
46,137426,92951,389,14,0
55,41738,79210,817,6,0
50,189707,14881,694,31,0
54,142212,43199,632,0,0
44,172742,72805,315,35,1
50,129284,80241,630,3,0
21,74665,53721,779,39,0
39,39688,73827,710,7,0
19,131003,67095,379,18,1
27,173011,34651,656,19,0
22,67385,36645,582,12,0
27,129738,40144,836,38,0
50,96301,57414,719,13,0
55,146215,51962,510,3,0
30,67839,28616,593,39,0
48,86337,68733,467,3,0
64,173223,73744,823,25,0
53,102172,48987,456,27,0
62,170607,58082,626,16,0
41,112821,91182,420,35,0
32,57980,17450,538,8,1
46,23116,28200,517,39,0
25,62515,16660,489,18,0
22,28998,14037,809,16,0
46,45279,98620,653,7,0
64,122370,87944,795,31,0
21,80150,21198,515,9,1
29,198168,73597,777,0,0
62,68955,87790,800,31,0
19,196432,40059,735,11,1
44,198957,5691,810,25,0
48,113517,53244,821,23,0
53,160977,14563,590,31,0
53,27300,59445,374,19,1
43,136254,47099,738,26,0
60,33202,60550,600,3,0
44,81021,42335,364,36,1
22,120848,22998,611,29,0
37,99935,81378,783,13,0
28,125219,99025,497,9,0
27,182319,9299,360,7,0
57,153001,10288,777,9,0
55,60174,35876,488,32,0
23,174675,19023,824,32,0
25,60967,65176,322,23,0
40,134904,71440,333,5,0
64,19937,87409,635,7,0
43,113967,97665,544,20,0
63,196247,8854,747,38,0
60,93610,9099,310,25,0
29,144960,85532,646,7,0
43,38070,37687,449,15,1
30,157548,5903,340,7,0
57,100263,91573,640,1,0
35,119854,89691,637,1,1
42,131813,51726,396,11,0
50,127168,83957,323,37,0
64,198441,43085,821,23,0
57,164411,83216,312,7,0
60,37539,48981,778,24,0
29,15228,36151,317,39,1
61,69090,56299,438,39,0
53,101980,72635,808,3,0
21,80202,55178,320,35,0
22,38199,65012,615,21,0
54,116190,8134,773,30,0
25,27451,24607,819,29,0
59,94527,84023,700,17,0
45,27669,66539,671,30,1
48,170061,49834,385,32,1
26,99739,39328,628,20,0
46,122582,97518,792,20,0
31,180833,53374,816,11,0
57,181885,62057,739,2,0
58,31157,60240,344,9,1
39,132993,43018,722,7,0
28,100519,6033,484,16,0
40,67739,71254,663,29,0
18,79156,92887,584,38,0
63,103283,55219,502,2,0
54,46626,74355,672,13,0
38,150531,10806,785,15,0
43,85623,85950,824,17,0
63,196143,5967,726,4,0
53,29898,44471,483,11,1
40,56001,88234,361,37,1
18,29758,47939,399,14,1
57,193310,48853,495,33,0
32,161193,78320,767,11,0
38,192342,35042,311,35,0
64,193923,89395,665,14,0
26,194987,81719,632,37,0
26,63993,35080,645,39,0
27,49888,62318,337,2,1
43,28893,72434,834,29,1
58,101416,91365,667,36,0
52,132838,64682,417,12,0
42,177784,25990,649,3,0
43,44943,23782,437,21,0
28,20306,22931,629,1,1
55,80461,85418,458,8,1
19,131521,91241,471,35,1
24,170179,98823,720,36,0
35,156781,41191,708,31,0
44,113017,89683,776,37,0
51,160986,89396,320,22,0
44,111711,63139,442,17,0
34,145323,54874,533,37,0
60,43412,53019,674,2,0
61,80326,79197,781,38,0
41,31151,21906,563,27,0
42,79690,41123,453,17,0
24,151081,95092,832,28,0
23,100782,5743,607,10,0
41,64280,37787,349,30,1
50,76818,13132,667,18,0
46,147417,78662,523,12,1
60,142439,20731,637,28,0
39,137057,12481,325,30,1
43,54900,50863,351,32,0
45,101562,68238,740,25,0
38,44289,20189,676,2,0
24,175504,51847,767,26,0
34,100143,16240,762,16,0
37,79140,15315,595,33,0
58,165932,26852,443,9,0
37,20097,23069,462,25,1
39,173186,57497,581,36,0
45,159545,10560,628,31,0
57,78634,75741,763,5,0
24,122931,60841,486,25,0
18,39831,72016,686,16,0
49,168178,99537,723,22,0
30,91145,45549,376,39,0
47,85282,35216,731,31,0
40,176456,46181,534,31,0
36,77754,86105,754,37,0
49,67563,63803,755,28,0
47,31459,63367,710,3,0
46,46288,85409,628,10,0
62,182451,99354,651,23,0
46,138384,9163,536,24,1
47,90720,25505,335,8,0
33,159021,54474,338,30,0
57,118415,62332,758,29,0
36,190410,89596,463,16,0
35,86655,86673,413,9,1
18,50162,75124,818,18,0
31,49184,58241,448,37,1
64,77662,41547,387,32,1
19,88379,28189,486,27,1
45,41805,48997,609,7,0
47,23431,94557,834,21,0
55,135741,94908,435,3,0
21,144089,15268,605,28,0
18,119618,80658,538,18,1
25,43836,38918,589,38,0
46,117462,51031,639,19,0
56,19146,86596,651,31,0
20,45762,25279,696,34,0
49,125402,86016,786,0,0
27,190042,6259,319,8,0
27,85976,31501,691,31,0
36,63343,36780,524,15,1
63,92804,41108,742,19,0
51,171862,30824,480,16,0
50,166017,51578,443,2,0
40,135921,6479,401,5,0
45,167997,68968,622,26,0
49,153730,20039,849,20,0
24,40191,94003,524,34,0
46,52426,41327,443,1,1
25,24322,34165,650,0,1
18,37014,49902,663,38,1
20,85891,8729,452,35,1
41,121316,22525,607,27,0
40,35835,29479,756,1,0
25,115968,57460,570,11,0
64,118166,63453,608,37,0
54,105415,19257,560,7,0
20,191011,38338,809,21,0
50,145579,60038,824,16,0
45,25086,52362,622,3,1
64,180355,51175,318,14,1
25,81119,69728,714,15,0
51,46860,82508,395,29,0
52,138246,49730,420,31,1
49,172694,97510,507,22,0
41,64271,40988,669,15,0
31,67436,34095,683,29,0
49,55676,27578,560,12,0
63,67406,94172,657,33,0
60,78109,51280,713,24,0
33,145386,91952,348,19,1
21,176245,50547,357,5,0
54,125061,43858,701,24,0
38,150531,78939,719,37,0
31,102485,76153,404,30,1
48,181371,13575,460,31,0
35,197153,90414,813,6,0
24,131631,58600,459,16,0
27,132984,94344,823,34,0
24,69428,95125,314,35,1
50,69877,42804,523,38,1
40,174459,20764,600,31,0
38,46084,48856,570,38,0
36,146973,86469,402,11,0
36,176977,27060,567,39,0
53,53733,10502,784,22,0
46,116560,90360,590,39,0
35,118810,75478,470,15,1
19,177071,44809,458,35,1
18,125482,84091,714,30,0
64,133241,19236,703,34,0
22,147765,84623,667,16,0
37,144612,64810,628,4,0
28,180969,66207,760,34,0
59,51779,84387,614,3,0
19,132940,46941,388,3,0
20,16365,80865,614,25,1
40,154459,55896,771,16,0
29,47918,27245,372,23,1
37,151252,60813,456,32,1
22,45342,25345,629,2,0
54,134211,19711,385,11,0
55,113634,26770,728,15,0
47,67476,26541,563,19,0
26,138769,25929,714,15,0
51,196178,80198,725,33,0
61,59649,12199,349,4,0
52,134137,88737,459,7,0
39,58908,16486,797,17,0
61,173889,85671,798,21,0
41,91123,86058,459,30,0
34,49812,9102,331,26,0
27,53413,12380,726,14,0
47,166055,10039,587,32,0
63,169497,11223,404,39,0
40,151082,21720,822,18,0
49,68142,95464,311,4,1
34,102565,60249,832,13,0
34,59974,46318,576,29,0
31,193418,67934,436,37,0
26,96726,20682,695,3,0
57,195185,22570,829,19,0
19,124166,88666,788,31,0
62,164031,44671,466,18,1
42,17213,83413,752,7,0
56,196450,88202,688,23,0
26,155927,98701,535,14,0
39,89091,52523,626,23,0
60,194351,33803,782,31,0
63,20544,72081,520,37,1
21,36137,34407,662,32,0
43,86124,68486,586,7,0
46,141361,78198,573,21,0
62,54426,70392,307,7,0
51,79588,19323,818,25,0
40,150899,56248,462,15,0
54,108069,89906,797,0,1
28,184978,72577,335,37,0
23,92184,67829,376,4,0
35,184819,26878,468,0,1
38,30738,66098,532,26,1
59,94075,65149,822,9,0
53,25357,74989,679,33,1
58,184127,93239,413,0,0
55,58779,86113,552,21,0
51,194105,69157,478,20,1
34,74072,5810,450,33,0
54,122191,44582,473,16,1
42,19617,16557,807,10,0
55,197608,93722,412,24,0
29,143326,56862,341,0,1
40,57342,57397,407,22,0
59,25687,64176,805,2,0
39,152868,16465,333,24,0
38,198829,61720,592,16,0
44,74191,47419,782,28,0
48,54801,70431,739,1,1
23,21747,90478,523,36,1
44,22936,23333,304,5,1
57,178365,33537,314,14,0
51,97678,84734,408,26,0
29,130129,52630,800,32,0
62,158768,51595,557,7,0
24,28097,8831,723,1,0
27,152300,81011,527,14,0
62,75832,20923,684,33,0
34,194128,14417,315,18,0
43,71868,16821,561,0,0
38,199417,31170,507,13,0
45,29141,38965,659,34,1
63,126133,26023,730,23,0
19,179030,36892,375,28,0
60,82409,30884,784,38,0
18,154030,66048,731,36,0
53,22489,86670,813,39,0
43,170905,17252,744,13,0
46,154418,30342,438,19,1
38,140871,72061,693,11,0
28,184446,58937,397,33,0
57,191125,71470,630,29,0
28,58235,38488,427,33,0
53,54428,97001,307,22,0
56,144664,61003,395,16,0
57,125665,11056,650,21,0
52,33796,69583,802,8,1
51,193638,48096,559,18,0
64,70776,76139,558,20,0
41,131429,52050,728,22,0
39,83696,89011,841,1,0
22,174253,58607,374,31,1
50,149443,6087,333,18,0
53,74435,66403,546,5,0
64,57020,53038,612,22,0
37,51119,27199,533,6,0
36,113764,31197,724,11,0
52,82653,55060,374,31,0
60,180446,17163,595,30,0
34,143718,23715,376,37,1
62,47839,69258,752,39,0
60,86887,45636,547,31,0
51,158536,61965,544,10,1
26,146778,59575,373,27,0
43,30660,84582,657,1,0
19,77323,90559,415,28,0
26,148870,18852,397,31,1
26,171825,76367,367,6,0
57,56113,22226,388,28,0
34,195253,90448,705,4,0
18,175794,41126,322,28,0
42,101991,87752,707,36,0
60,83847,29646,822,1,1
57,175434,19153,333,38,0
59,66026,76816,571,28,0
42,193273,88006,453,20,0
56,144349,13780,731,39,0
52,63974,24226,657,11,0
20,158989,9625,636,25,0
54,187649,32535,349,31,0
61,32955,15115,597,19,0
61,110847,48997,380,4,1
47,99357,47661,627,3,0
55,169987,26651,386,9,1
51,76799,73520,809,11,0
29,130269,33187,602,32,0
36,131942,26312,581,4,0
54,113904,18673,789,10,0
61,154778,71292,382,36,0
34,78409,72520,717,29,0
27,32193,49649,681,26,0
64,145413,79760,303,29,1
29,143973,74333,407,12,0
33,115789,64336,723,24,0
41,98366,19721,719,14,0
36,162924,48213,701,1,0
25,32013,39507,659,10,0
48,152610,26532,686,0,0
38,113417,79959,601,21,0
34,65377,75959,805,0,0
40,144486,30160,839,34,0
54,62645,17082,620,9,0
33,167939,17063,351,31,0
23,93070,47356,311,12,1
25,98536,40219,651,5,0
42,51085,66947,324,33,1
35,104271,90620,551,8,0
42,104500,64634,786,19,0
29,136104,52337,554,8,0
32,68792,78130,537,30,0
43,20733,44379,821,19,0
58,143276,73303,746,3,0
62,135306,96979,582,37,0
43,101733,61912,317,38,0
64,93601,28649,736,28,0
49,140948,52514,803,37,0
27,181377,50435,482,16,0
33,62318,94769,525,39,0
24,100094,81904,758,16,0
34,99142,84426,607,38,0
40,121325,84848,530,33,1
43,80587,12644,525,38,0
38,94835,85635,615,34,0
39,107334,87002,580,35,0
24,101984,87452,524,21,1
31,134383,10835,812,20,0
32,26300,54131,434,17,1
24,134871,30046,823,13,0
26,174205,96803,693,27,0
25,31059,11846,499,17,0
40,77166,81735,708,32,0
46,28720,85694,651,27,0
35,73230,82323,609,18,0
48,140077,33545,454,33,0
47,166466,44866,542,14,0
56,15635,56997,647,14,1
52,91742,92307,641,19,0
35,79197,96878,750,36,1
59,143547,33537,721,27,0
56,59845,11392,619,35,0
34,37805,81157,656,12,1
31,129288,96473,423,6,0
48,129862,7693,697,20,0
41,40632,84623,363,17,0
52,139628,32790,522,9,0
61,140642,77198,752,38,0
62,157732,84068,348,2,0
51,41877,19393,755,22,0
20,125914,94532,735,5,0
54,184996,95335,804,37,0
60,193225,48659,637,26,0
57,63360,55287,673,29,0
43,194169,24992,715,29,0
40,39091,43546,655,14,1
61,177407,46769,798,1,0
56,54767,89214,451,2,1
32,145967,21907,641,9,0
21,58518,28328,557,29,0
46,134932,21803,515,19,0
39,104168,70667,563,9,0
42,80865,66922,400,15,0
30,27370,94521,428,35,0
35,159919,11261,601,37,0
50,197897,50425,559,3,0
33,184072,25999,843,23,0
62,136271,75278,330,23,0
59,82216,74479,432,5,0
61,127658,84256,435,8,0
19,62112,76313,332,1,0
52,184791,42130,798,11,0
59,173904,10341,793,18,0
51,138941,92452,449,15,1
47,87402,7646,613,31,0
30,40479,35974,653,9,0
30,195357,58857,530,2,0
35,135752,75098,782,20,0
49,123460,7565,395,36,0
49,192300,42096,837,31,0
52,197263,92054,715,10,0
56,19188,64720,480,10,1
63,50617,90532,360,3,1
46,149438,47175,303,12,0
46,67063,56945,777,10,0
61,93597,97389,311,33,0
33,30952,27742,314,0,0
61,165047,53759,568,34,0
64,19283,7188,589,5,0
27,35645,10587,560,17,0
47,26740,9920,671,8,0
42,113548,79751,342,22,0
56,20128,64344,780,24,1
37,192587,96826,579,37,0
22,70983,48732,727,21,0
18,65930,51619,844,16,1
47,107647,66277,557,8,0
20,23628,23556,589,37,0
62,184746,98524,746,12,0
31,111831,30456,507,17,0
47,56753,12424,698,9,0
21,109380,94040,759,14,0
35,172386,64735,792,36,0
54,153740,71722,416,17,0
42,94948,18603,350,4,0
18,137081,8597,646,35,0
63,164087,13375,703,4,0
32,36420,5907,646,36,0
26,92899,10734,441,7,1
32,198889,98692,377,19,0
41,193590,9237,511,33,0
21,21874,59461,727,25,1
29,79959,62973,523,39,1
54,111617,66144,338,14,0
54,188425,26013,621,24,0
60,157734,87544,509,30,0
23,160197,61932,487,8,0
56,67343,53714,716,36,0
63,34503,11493,652,34,0
41,30271,89821,602,25,0
28,146448,26006,821,3,0
30,110616,61980,302,25,1
51,123819,87030,386,10,0
42,140695,10720,624,38,0
24,33325,52350,508,4,0
21,146276,82644,520,19,0
25,153126,13304,459,22,0
37,70100,15705,589,36,0
46,172197,38596,800,2,0
62,33809,95692,593,12,0
63,173512,44154,384,35,0
27,163126,13647,585,32,0
60,79115,73515,480,20,0
51,67569,23614,769,19,0
43,149137,10444,800,17,0
58,49495,63951,498,27,1
20,20976,86569,612,26,1
23,111690,98125,490,23,1
22,35410,81538,433,32,0
22,137550,89605,745,5,0
64,140812,55416,394,35,0
40,96273,30208,847,35,0
26,53832,85976,417,9,0
52,51582,47830,446,26,0
37,75430,68646,307,14,1
59,141144,26909,689,34,0
52,28544,45134,410,31,0
35,134229,26505,516,28,0
34,64843,80086,545,37,0
41,92827,36765,449,2,1
20,114137,73077,355,15,0
49,128903,17453,406,35,0
52,189561,13308,835,38,0
55,86330,54000,526,11,0
30,178821,7390,494,30,0
64,177252,70824,644,35,0
42,24353,29913,338,33,1
26,61403,63219,388,26,1
21,37244,12302,488,4,0
31,98946,99522,633,34,0
54,90365,12895,531,10,0
51,140120,39058,585,18,0
28,194741,61977,350,13,1
58,195006,94472,665,33,0
20,28046,54084,735,37,1
45,196129,26624,784,13,0
46,168820,72572,372,13,0
26,62275,42120,476,20,1
20,156483,30370,306,13,0
42,59604,78974,556,3,0
51,179928,95696,668,18,0
29,48960,61283,373,35,0
59,131816,94931,398,17,1
26,112014,45255,486,22,0
32,151459,51640,525,18,0
57,67603,93944,362,27,0
42,76185,10062,672,11,0
22,127712,94849,704,0,0
28,48099,53290,706,18,0
51,122707,23360,527,29,0
41,65200,58416,314,34,0
32,158352,8663,428,36,1
55,148347,23887,393,6,1
25,53005,15991,702,6,0
22,126723,98957,678,4,0
43,21385,35051,387,6,0
35,196858,77814,309,32,1
23,113806,44515,829,33,0
54,18569,19626,754,20,0
30,122575,46646,821,7,0
45,120620,44197,391,22,0
22,40910,71291,742,33,0
30,68170,7056,589,22,0
34,145709,85960,597,35,0
57,142899,19672,412,10,1
62,84752,65077,750,9,0
49,46600,37383,690,37,0
46,31315,18589,300,36,0
20,105134,90337,697,36,0
57,170304,84245,404,1,0
51,41425,90208,543,2,0
57,137119,74102,517,10,0
44,90891,96786,705,25,0
30,99274,92442,591,23,0
62,189571,26810,654,36,0
50,69016,53155,537,13,0
23,196367,27810,699,26,0
41,115637,15747,490,6,1
36,170030,65150,561,1,0
33,77821,7197,449,14,0
57,62993,53280,434,29,0
45,167727,40805,756,5,0
50,167900,94874,799,26,0
58,128496,59182,763,21,0
30,119371,41102,608,4,0
60,196062,27405,646,28,0
62,71565,94736,415,33,1
42,187031,53757,754,16,0
59,192045,89881,490,7,1
53,174034,51494,634,14,0
44,148281,68293,648,15,0
55,157520,44228,774,25,0
24,134736,31797,793,17,0
22,15275,38012,694,35,1
60,36008,95453,460,6,0
62,75675,42342,405,28,0
48,73302,56221,712,2,0
40,145292,68284,677,7,0
59,115145,54428,778,20,0
27,35529,10020,351,6,0
49,30631,24540,550,27,0
60,94082,17340,785,31,0
47,193759,99882,362,33,0
56,111060,50910,390,32,0
48,86211,91439,502,28,1
35,157641,93043,846,18,0
53,124020,64350,317,22,0
19,64639,18393,574,19,0
31,184245,42434,469,23,1
30,70856,63198,550,2,0
46,55033,71304,429,13,0
29,184437,14714,729,25,0
56,180780,24627,843,0,0
19,174662,76737,521,23,0
49,79024,48189,553,5,0
30,26989,29456,497,3,1
63,121039,10912,791,28,0
44,179799,83757,537,8,0
58,185470,75117,723,3,0
34,53560,74638,359,3,1
57,112473,30005,789,14,0
48,181403,14551,815,30,0
51,179303,7677,743,23,0
41,25128,49578,338,21,1
62,39055,67458,555,29,0
52,43646,90948,581,34,1
23,119391,81800,757,25,0
36,89550,16667,671,1,0
47,148192,12920,624,14,0
24,18391,59713,613,27,0
27,156230,16994,565,28,0
58,56699,62280,436,27,1
49,169818,35500,750,13,0
51,28045,92447,401,3,1
45,124562,23032,475,21,1
32,186096,45580,724,36,0
47,73141,99090,366,38,0
54,21129,65956,561,24,0
46,106698,36382,377,0,0
39,53284,77669,315,15,0
21,63056,70246,599,12,0
37,115835,56095,421,24,1
49,156698,53205,683,31,0
53,69639,11268,540,22,0
21,109029,40658,326,22,0
44,167009,45768,355,32,0
34,33663,94771,400,17,1
29,111794,20257,510,36,1
39,189799,79935,649,5,0
34,22305,8603,393,1,1
27,36940,92072,739,10,0
18,59146,37174,800,8,0
39,28657,14717,786,14,0
43,136415,13876,439,10,0
35,15699,30296,439,6,1
31,88101,72339,761,21,0
64,22109,15551,471,3,1
46,89323,17610,691,5,0
29,65165,44829,563,6,0
53,171187,92973,491,31,0
52,80547,60124,723,14,0
29,25135,31338,373,3,0
24,35843,32499,794,25,0
46,15661,59154,766,38,1
28,134321,93592,391,31,1
50,168030,27122,701,30,0
23,24614,20756,371,30,0
64,81115,41060,531,27,0
32,195719,36571,435,35,0
49,128262,69805,486,20,0
28,117529,71864,335,38,0
40,94006,67562,320,26,0
43,93615,20590,792,8,0
51,30650,13000,558,27,0
63,28854,64185,315,9,1
51,85599,5524,577,31,0
46,104217,61154,810,36,0
21,162662,74843,695,20,0
34,59391,20387,755,25,0
52,181970,56013,820,36,0
30,95991,52021,762,27,0
58,33238,38069,835,24,1
56,184104,7696,683,12,0
32,33044,93509,728,27,1
46,120852,98996,561,6,0
46,161784,47656,659,30,0
28,151051,77195,698,16,0
49,114022,10516,585,11,0
19,76332,85947,710,17,0
64,31641,96968,525,18,1
31,176783,49333,524,17,0
37,134593,56672,416,19,0
39,127691,23304,756,4,0
28,57882,91377,802,13,0
44,79152,81976,815,13,0
20,55780,87450,340,6,0
34,73583,45528,389,32,0
61,63573,87429,697,18,0
45,42870,36923,712,21,0
46,103718,12590,542,37,1
38,181853,81989,808,4,0
64,167073,50608,500,9,0
33,134752,67283,807,30,0
54,94601,53275,413,22,0
37,146959,29300,449,37,1
23,124950,98854,526,14,0
36,81280,72670,420,2,1
22,104156,91635,522,32,1
20,165892,41859,442,20,1
18,36547,5311,488,8,1
55,82240,48282,690,30,0
32,72554,65528,526,6,1
51,84600,93385,407,35,1
52,66108,79021,469,22,0
42,25718,46510,324,23,1
41,196926,70252,303,10,0
29,19214,56722,365,33,1
35,105597,62065,682,1,0
32,132189,38648,530,15,0
61,92038,8047,825,22,0
33,118431,17841,632,5,0
44,188098,50095,549,1,1
25,127424,12269,422,21,1
63,142107,79046,461,4,0
42,143899,50728,453,26,0
34,25007,7924,611,23,0
46,194988,20277,645,18,0
25,54305,63121,751,33,0
32,174277,91504,547,3,1
44,133744,20242,377,2,1
63,64349,5263,502,33,0
24,186471,7932,686,6,0
20,42947,13877,677,8,0
46,60275,6283,770,0,0
61,151035,48435,435,27,1
41,137656,57752,761,35,0
20,62197,91353,553,7,1
37,168752,64636,485,9,0
63,111974,60812,311,24,1
32,167318,82895,554,26,0
42,77885,78853,494,2,0
47,139061,50078,393,35,1
31,149413,54813,319,24,0
24,128457,33015,686,29,0
34,22747,46076,588,15,1
61,115866,6978,760,34,0
37,96132,16073,709,20,0
53,78409,79403,306,39,1
26,176699,84899,389,21,0
55,98587,52339,828,3,0
39,86949,12126,695,32,0
19,99568,9552,668,30,0
41,86270,66846,401,32,1
25,56596,96629,500,39,1
28,45786,17488,765,19,0
30,137887,18892,549,11,1
34,98499,42661,834,29,0
25,38999,39743,425,32,0
38,162590,66024,610,26,0
35,174479,82644,826,19,0
47,79303,41905,528,20,0
35,44501,34800,496,3,0
63,117424,68279,618,28,0
64,50280,8944,528,3,0
48,44045,67974,590,10,0
55,39432,33611,318,34,0
49,41745,32976,519,35,0
28,175515,43961,301,24,0
62,135720,92727,783,33,0
42,190989,68297,479,5,1
50,180072,39230,703,10,0
55,190404,44459,486,28,0
58,110832,89938,686,27,0
25,123034,40612,563,1,0
28,129650,20843,339,34,1
39,74024,11753,329,2,0
41,151725,28726,823,27,0
58,84625,77312,476,1,0
34,40194,93113,402,11,0
29,137467,80272,572,5,0
63,58748,12755,322,27,0
49,136778,45532,426,36,0
